实体名称,中文名,公司名称,外文名,别名,地址,总部,总部地点,成员国,成立时间,正式成立,组织机构,现任总领事,上级机构,隶属,所属地区,类型,所有者,所属公司,所属联盟,首席主编,主要产品,语种,类别,主办单位,编辑单位,创刊时间,国外发行代号,官网,主要奖项,知名校友,创办时间,创办人,创始人,办学性质,主管部门,硕士点,博士点,现任校长,董事长,主要院系,类型,所属行业,法定代表人,经营范围,公司类型,公司口号,著名产品
标准普尔,标准普尔,,Standard &amp; Poor's,,,美国纽约市,,,,,,,,,,,,,,,,,,,,,,www.standardandpoors.com/,,,,,,,,,,,,,,,,,,,
美国疾控中心,美国疾病控制与预防中心,,Centers for Disease Control and Prevention,,,乔治亚州亚特兰大,,,,,,,,,,,,,,,,,,,,,,http://www.cdc.gov/,,,,,,,,,,,,,,,,,,,
美国航空公司,,美国航空,American Airlines,,,,美国,,1939年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,航空服务,航空运输,The New American Is Arriving,
丹麦,丹麦王国,,The Kingdom of Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国国会众议院,美国众议院,,United States House of Representatives,,美国华盛顿哥伦比亚特区国会山庄,,,,,,,,,,,,,,,,,,,,,,,http://www.house.gov/,,,,,,,,,,,,,,,,,,,
美国太空司令部,美国太空司令部,,,,,,,,,,,,,五角大楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
太空司令部,太空司令部,,AFSPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
国际货币基金组织,国际货币基金组织,,International Monetary Fund,,,美国华盛顿,,,1945年12月27日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
联合国人权理事会,联合国人权理事会,,United Nations Human Rights Council,,,日内瓦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
曼哈顿,曼哈顿,,Manhattan,曼岛,,,,,,,,,,,美国纽约州纽约,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五角大楼,五角大楼,,The Pentagon,美国国防部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国密西西比州立大学,密西西比州立大学,,,,,,,,,,,,,,美国密西西比州斯塔克维尔,,,,,,,,公立大学,,,,,,,,1878年,,,,,,,Mark E. Keenum,,,,,,,,,
英国财政部,英国财政部,,HM Treasury,,,,,,1126年,,,,,,,,,,,,,,,,,,,http://www.hm-treasury.gov.uk/,,,,,,,,,,,,,,,,,,,
北约联盟,北大西洋公约组织,,"英语:North Atlantic Treaty Organization,缩写:NATO;法语:Organisation du Traité de l'Atlantique Nord,简称:OTAN)",,,比利时-布鲁塞尔,,30个,1949年8月25日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
欧洲药品管理局,欧洲药品管理局,,"European Medicines Agency,EMA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
哈佛,哈佛大学,,Harvard university,,"Cambridge, MA",,,,,,,,,,,,,,,,,,,,,,,,160位诺贝尔奖、18位菲尔兹奖、14位图灵奖 [22] 普利策奖[22] ,奥巴马、比尔盖茨、罗斯福、林书豪、马特·达蒙、卡琳娜·卡普[23] ,1636年,,,私立大学,,,,,,,,,,,,,
哈佛大学,哈佛大学,,Harvard university,,"Cambridge, MA",,,,,,,,,,,,,,,,,,,,,,,,160位诺贝尔奖、18位菲尔兹奖、14位图灵奖 [22] 普利策奖[22] ,奥巴马、比尔盖茨、罗斯福、林书豪、马特·达蒙、卡琳娜·卡普[23] ,1636年,,,私立大学,,,,,,,,,,,,,
麻省理工学院,麻省理工学院,,Massachusetts Institute of Technology,,"77 Massachusetts Ave, Cambridge, MA 02139",,,,,,,,,,,,,,,,,,,,,,,,"97位诺贝尔奖、8位菲尔兹奖、26位图灵奖[19] 5位普利策奖得主2枚奥运金牌,共4枚奖牌",本·伯南克、科菲·安南、理查德·费曼、贝聿铭、钱学森等[24] ,1861年,威廉·巴顿·罗杰斯,,私立大学,,,,,,,,,,,,,
塔利班,塔利班,,Taliban,伊斯兰教的学生、神学士,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美疾控中心,美国疾病控制与预防中心,,Centers for Disease Control and Prevention,,,乔治亚州亚特兰大,,,,,,,,,,,,,,,,,,,,,,http://www.cdc.gov/,,,,,,,,,,,,,,,,,,,
美国昆尼皮亚克大学,昆尼皮亚克大学,,Quinnipiac University,,,,,,,,,,,,美国康涅狄格州,综合,,,,,,,,,,,,,,,1929年,,,私立大学,,,,,,,综合,,,,,,
安德鲁斯大学,安德鲁大学[1] ,,Andrews University [1] ,,,,,,,,,,,,,,,,,,,,学校,,,,,,,,,,,,,,,,,,,,,,,,
圣安德鲁斯大学,圣安德鲁斯大学,,University of St Andrews,,英国苏格兰法夫圣安德鲁斯(St Andrews KY16 9AJ),,,,,,,,,,,,,,,,,,,,,,,,6枚诺贝尔奖英国及苏格兰年度大学,威廉王子、詹姆斯二世、凯特王妃,1410年至1413年,,,公立大学,,,,,,,,,,,,,
苹果公司,,苹果公司,Apple Inc.,,,,美国加利福尼亚州库比蒂诺市,,1976年4月1日,,,,,,,,,,,,,,,,,,,http://www.apple.com/,,,,,乔布斯、史蒂夫·沃兹、韦恩,,,,,,,,,,,电脑硬件、电脑软件、消费电子产品、数字发布、零售,上市公司、跨国企业,Switch(变革),
财政部,中华人民共和国财政部,,,,,,,,,,,,,,,,,,,,,,,,,,,www.mof.gov.cn/index.htm,,,,,,,,,,,,,,,,,,,
商务部,中华人民共和国商务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国哥伦比亚广播公司,,哥伦比亚广播公司,,,,,美国纽约,,1927年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,传媒,,,
合众社,合众社,,UPI (United Press International),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斯克里普斯 ,,,,,,,,,,,,,,
最高法院,中华人民共和国最高人民法院,,,,东城区东交民巷27号,,,,1949年10月22日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
世贸组织,世界贸易组织,,World Trade Organization,,,,,,1995年1月1日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
全国教育协会,全国教育协会,,"National Education Association,NEA",,,,,,1870 年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
卫星通讯社,俄罗斯卫星通讯社与广播电台,,Sputnik news agency &amp; radio,,,莫斯科,,,2014年10月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
奥兰多迪士尼乐园,华特迪士尼世界,,Walt Disney World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高尔夫俱乐部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实验室,实验室,,Laboratory/Lab[1] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
共同社,,共同通信社,,,,,东京港区,,1945年11月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,通讯社,非营利合作通讯社,,
美国哈佛大学,哈佛大学,,Harvard university,,"Cambridge, MA",,,,,,,,,,,,,,,,,,,,,,,,160位诺贝尔奖、18位菲尔兹奖、14位图灵奖 [22] 普利策奖[22] ,奥巴马、比尔盖茨、罗斯福、林书豪、马特·达蒙、卡琳娜·卡普[23] ,1636年,,,私立大学,,,,,,,,,,,,,
中国人权研究会,中国人权研究会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
移民局,移民局,,Immigration Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西北大学,西北大学,,Northwest University,,太白校区:西安市碑林区太白北路229号长安校区:西安市长安区学府大道1号桃园校区:西安市莲湖区高新四路15号,,,,,,,,,,,综合,,,,,,,公立大学,,,,,,国家自然科学奖一、二等奖国家技术发明奖二等奖国家科学技术进步奖二等奖高等学校科学研究优秀成果奖中国专利金奖,侯伯宇、张国伟、王岐山、贾平凹、刘世锦、张维迎、冯仑、苏晓梅、田在艺、任纪舜、侯洵、翟明国、张彦仲等,1902年,,,,陕西省,学术学位授权一级学科37个学术学位授权二级学科189个专业学位授权类别14个,学术学位授权一级学科24个学术学位授权二级学科107个,,,,综合,,,,,,
芝加哥大学,芝加哥大学,,The University of Chicago[28] ,,"5801 S Ellis Ave, Chicago, IL 60637",,,,,,,,,,,,,,,,,,,,,,,,100位诺贝尔奖、9位菲尔兹奖、4位图灵奖[17] 25位普利策奖得主[23] 5枚奥运金牌、2枚银牌、1枚铜牌,哈勃、费米、弗里德曼、斯蒂格勒、布坎南、沃森、吴有训、叶企孙、杨振宁、李政道等[17] ,1890年[28] ,约翰·洛克菲勒,,私立大学,,,,,,,,,,,,,
欧安组织,欧洲安全与合作组织(欧安组织),,Organization for Security and Co-operation in Europe,,,奥地利维也纳,,,1995年1月1日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国普林斯顿大学,普林斯顿大学,,Princeton University[1] ,,"Princeton, NJ 08544",,,,,,,,,,,,,,,,,,,,,,,,"68位诺贝尔奖、15位菲尔兹奖、14位图灵奖;[9] 17枚奥运金牌,共60枚奥运奖牌(全美第15)[14] ",詹姆斯·麦迪逊  约翰·纳什、费曼、罗伯特·文丘里[15] ,1746年(丙寅年)[1] ,,,私立大学[1] ,,,,,,,,,,,,,
中情局,美国中央情报局,,Central Intelligence Agency,,,美国弗吉尼亚州兰利,,,1947年9月18日[2] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交通部,中华人民共和国交通部,,Ministry of Transport of the People's Republic of China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伊朗革命卫队,伊朗伊斯兰革命卫队,,Islamic Revolutionary Guard Corps(IRGC),,,,,,1979年5月5日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
“基地”恐怖组织,“基地”组织,,Qaeda、قاعدة,卡伊达组织,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宾夕法尼亚大学沃顿商学院,宾夕法尼亚大学沃顿商学院,,The Wharton School of the University of Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881年,,,二级学院,宾夕法尼亚大学,,,,,,,,,,,,
俄罗斯,俄罗斯联邦、俄罗斯,,英语:Russian Federation、Russia;俄语:Российская Федерация、Россия,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
亚特兰大,亚特兰大,,Atlanta,,,,,,,,,,,,美国东南部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加利福尼亚大学伯克利分校,加利福尼亚大学伯克利分校,,"University of California, Berkeley[3] ",,"Berkeley, CA",,,,,,,,,,,,,,,,,,,,,,,,107位诺贝尔奖、14位菲尔兹奖、25位图灵奖19位普利策奖、20位奥斯卡金像奖 117枚奥运金牌(全美第四)、51银牌、39铜牌,"厄尔·沃伦、麦克纳马拉,施密特,安迪·葛洛夫、戈登·摩尔,丘成桐、朱棣文、李远哲、吴健雄、孙正义等[42] ",1868年3月23日[3] ,,,公立大学,,,,,,,,,,,,,
卫报,,,,,,,,,,,,,,,,,,,,,,,报刊,,,1821年5月5日,,http://www.theguardian.com/,,,,,,,,,,,,,,,,,,,
纽约警察局,纽约市警察局,,New York City Police Department(NYPD),,,警察广场1号(One Police Plaza),,,1845年5月23日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
欧盟理事会,欧盟理事会,,Council of the European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
牛津大学,牛津大学,,University of Oxford,,"Oxford, OX1 2JD, United Kingdom[19] ",,,,,,,,,,,,,,,,,,,,,,,,72位诺贝尔奖、3位菲尔兹奖、6位图灵奖得主[20] ,雪莱、史蒂芬·霍金、王尔德、培根、边沁、克林顿、凯特·贝金赛尔,1096年,,,公立大学,,,,,,,,,,,,,
参议院,上议院,,,,,,,,,,,,,,,议会,,,,,,,,,,,,,,,,,,,,,,,,,议会,,,,,,
美国疾病控制与预防中心,美国疾病控制与预防中心,,Centers for Disease Control and Prevention,,,乔治亚州亚特兰大,,,,,,,,,,,,,,,,,,,,,,http://www.cdc.gov/,,,,,,,,,,,,,,,,,,,
旧金山纪事报,,,,《旧金山新闻》,,,,,,,,,,,,,,,,,,,新闻,,,,,,,,,,,,,,,,,,,,,,,,
国安部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国联邦调查局,美国联邦调查局,,Federal Bureau of Investigation(简称FBI),,,"美国,弗吉尼亚州,匡提科",,,1935年,,,,,,,,,,,,,,,,,,,http://www.fbi.gov/ ,,,,,,,,,,,,,,,,,,,
解放军,中国人民解放军,,"Peoples Liberation Army,简称:PLA",,,,,,1927年8月1日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
战略与国际研究中心,美国国际战略研究中心,, Center for Strategic and International Studies[1] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
卫生部,中华人民共和国卫生部,,,,,,,,1954年11月10日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
约翰·霍普金斯大学,约翰斯·霍普金斯大学,,The Johns Hopkins University,,"巴尔的摩:3400 N. Charles Street Baltimore华盛顿:1740 Massachusetts Ave., N.W. Washington, D.C",,,,,,,,,,,,,,,,,,,,,,,,,威尔逊、布隆伯格、朱民、施一公等,1876年(丙子年),约翰斯·霍普金斯,,私立大学,,,,,,,,,,,,,
新京报,,,,,,,,,,,,,,,,,,,,,,,综合性日报,中共北京市委,新京报社,2003年11月11日,,,,,,,,,,,,,,,,,,,,,
紧急委员会,国家紧急状态委员会,,俄语:Государственный комитет по чрезвычайному положению (ГКЧП)英语:State Committee on the State of Emergency (SCSE),,,,,,1991年8月19日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本自卫队,日本自卫队,,"Japan Self Defense Force,简称:JSDF",,,,,,1954年6月9日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国空军,美国空军,,United States Air Force,,,,,,1947年9月18日,,,,,,,,,,,,,,,,,,,http://www.af.mil/,,,,,,,,,,,,,,,,,,,
环球时报,环球时报,,Global Times,,,,,,,,,,,,,,,,,,,汉语,国际新闻报纸,人民日报社,,1993年1月3日,1297D,http://www.globaltimes.cn/,,,,,,,,,,,,,,,,,,,
金融时报,金融时报,,Financial Times,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888年,James Sheridan及其兄弟,,,,,,,,,,,,,,,
中国科学院,中国科学院,,Chinese Academy of Sciences,,,,,,1949年11月,,,,,,,,,,,,,,,,,,,,,,,,,,中华人民共和国国务院,,,,,,,,,,,,
武汉病毒研究所,中国科学院武汉病毒研究所,,"Wuhan Institute of Virology,Chinese Academy of Sciences",,,,,,1956年,,,,,,,,,,,,,,,,,,,,,,,,,,中国科学院,一级学科2个、专业学位1个,一级学科2个,,,,,,,,,,
约翰霍普金斯大学,约翰斯·霍普金斯大学,,The Johns Hopkins University,,"巴尔的摩:3400 N. Charles Street Baltimore华盛顿:1740 Massachusetts Ave., N.W. Washington, D.C",,,,,,,,,,,,,,,,,,,,,,,,,威尔逊、布隆伯格、朱民、施一公等,1876年(丙子年),约翰斯·霍普金斯,,私立大学,,,,,,,,,,,,,
美国陆军,美国陆军,,United States Army,,,,,,1775年6月14日-现今,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
弗吉尼亚大学,弗吉尼亚大学,,University of Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,哈里·杜鲁门、伍德罗·威尔逊、颜惠庆、吴宓等,1819年,托马斯·杰斐逊,,公立大学,,,,,,,,,,,,,
中国驻美国大使馆,中华人民共和国驻美利坚合众国大使馆,,Embassy of The People's Republic of China in The United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国大使馆,中华人民共和国驻日本国大使馆,,Embassy of the People's Republic of China in Japan,,日本国东京都港区元麻布3-4-33 [1] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国海军陆战队,美国海军陆战队,,United States Marine Corps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国通,中国通,,,,,,,,,,,,,,,通信网络,,,,,,,,,,,,,,,,,,,,,,,,,通信网络,,,,,,
海军陆战队,海军陆战队,,Marine Corps,Marines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
华盛顿大学,华盛顿大学,,University of Washington,,"Seattle, WA 98195",,,,,,,,,,,,,,,,,,,,,,,,诺贝尔奖、图灵奖、菲尔茨奖、普利策奖、沃尔夫奖[13] ,20位诺贝尔奖得主、12位普利策奖得主,1861年,,,公立大学,,,,,,,,,,,,,
科技局,科技局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中共,中国共产党,,"the Communist Party of China,简称CPC[5] ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国疾控中心,中国疾病预防控制中心,,Chinese Center for Disease Control and Prevention,,北京市昌平区昌百路155号,,,,,,,,,,,,,,,,,,,,,,,,,,1983年12月23日,,,,中华人民共和国国家卫生健康委员会,学术学位授权一级学科硕士点2个学术学位授权二级学科硕士点8个专业学位授权硕士点1个,学术学位授权一级学科博士点2个学术学位授权二级学科博士点8个,,,,,,,,,,
WHA,世界卫生大会,,"World Health Assembly,缩写WHA",,,瑞士日内瓦,,,1948年6月24日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民进党,日本民进党,,日本民進党(日语)、The Democratic Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
国民党,中国国民党,,Kuomintang of China ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南加州大学,南加利福尼亚大学,,University of Southern California,,"3551 Trousdale Pkwy, University Park, Los Angeles, CA",,,,,,,,,,,,,,,,,,,,,,,,"诺贝尔奖、图灵奖、普利策奖、奥斯卡奖奥运奖项(144金,93银,72铜)",史蒂文·斯皮尔伯格、乔治·卢卡斯、杰里·巴斯、霍震霆,,,,私立大学,,,,,,,,,,,,,
旧金山州立大学,旧金山州立大学,,,,,,,,,,,,,,美国加利福尼亚州,,,,,,,,州关联型公立大学,,,,,,普利策奖,"安妮特·贝宁, Philip Schultz,吴美珩",1899年,,,,,,,,,"商学院,音乐学院,公共事务学院",,,,,,,
民主国家联盟,民主国家联盟,,Democratic National Alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国交通部,美国运输部,,,,,,,,1966年10月15日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国航空公司,,中国航空集团有限公司,,,,,中国北京市朝阳区霄云路36号国航大厦,,2002年10月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,航运、物流等,特大型国有企业,,
中国民航局,中国民用航空局,,CAAC,,,,,,2008年3月,,,,,,,,,,,,,,,,,,,http://www.caac.gov.cn/,,,,,,,,,,,,,,,,,,,
中国民航总局,中国民用航空总局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美联航,,美国联合航空,,,,,美国伊利诺伊州芝加哥,,1926年4月6日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,航空服务业,,,航空公司,"翱游天际,友善体验",
美中贸易全国委员会,美中贸易全国委员会,, U.S.-China Business Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国航空工业集团,,中国航空工业集团有限公司,"Aviation Industry Corporation of China,LTD.(AVIC)",,,,北京市朝阳区曙光西里甲5号院19号楼,,2008年11月6日,,,,,,,,,,,,,,,,,,,https://www.avic.com,,,,,,,,,,,,,,机械制造业,,军用和民用飞机、航电系统等制造、销售和系统服务,国有独资,航空报国、航空强国、敬业诚信、创新超越,
中国船舶重工集团,,中国船舶重工集团有限公司,"China Shipbuilding Industry Group Co., Ltd.",,,,,,1999年7月1日[2] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中央企业,,
英国国家网络安全中心,英国国家网络安全中心,,NCSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
波音公司,,波音,The Boeing Company,,,,美国芝加哥市(2001年前在西雅图市),,1916年7月15日,,,,,,,,,,,,,,,,,,,,,,,,威廉·爱德华·波音,,,,,,,,,,,"民机制造,军火制造,空间开发",公开上市,,
美联储,美国联邦储备系统,,The Federal Reserve System,,,美国华盛顿,,,1913年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
迪斯尼,,华特迪士尼公司,The Walt Disney Company,,,,美国 加利福尼亚州 伯班克,,1923年,,,,,,,,,,,,,,,,,,,http://www.disney.com/,,,,,华特·迪士尼,,,,,,,,,,,,,,
哈德逊研究所,哈德逊研究所,,Hudson Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
保守派,保守派,,,,,,,,,,,,,,,派别,,,,,,,,,,,,,,,,,,,,,,,,,派别,,,,,,
美国维克森林大学,维克森林大学,,Wake Forest University,,美国北卡罗莱纳州Winston-Salem,,,,,,,,,,,,,,,,,,,,,,,,全美本科教育第5名全美综合排名25名(连续21年),蒂姆·邓肯、克里斯·保罗、杰夫·蒂格,1834年,,,私立大学,,,,,,,,,,,,,
诺丁汉大学,诺丁汉大学,,University of Nottingham,,"英国:University of NottinghamUniversity ParkNottingham NG7 2RD马来西亚:University of NottinghamMalaysia, Jalan Broga43500 SemenyihSelangor Darul Ehsan中国浙江省宁波市鄞州区泰康东路199号",,,,,,,,,,,,,,,,,,,,,,,,英国《卫报》大学国际战略奖女王企业奖持续创新与发展类英女王高等教育年度金奖女王企业奖国际贸易类3位诺贝尔奖得主,查尔斯·普林斯、克莱夫·格兰杰、大卫·赫伯特·劳伦斯等,1881年,,,英国公立大学,,,,,,,,,,,,,
台湾大学,台湾大学,,National Taiwan University,,台湾省台北市大安区罗斯福路四段一号,,,,,,,,,,,,,,,,,,,,,,,,诺贝尔化学奖1项 、图灵奖1项 、沃尔夫化学奖1项、沃尔夫农业奖1项,李远哲、姚期智、翁启惠、田长霖、钱煦、马英九、连战、杨祥发,1928年,,,公立大学,台湾地区教育主管部门,,,,,,,,,,,,
阿斯顿维拉俱乐部,阿斯顿维拉足球俱乐部,,Aston Villa F.C.,,,,,,1874年11月21日,,,,,,英格兰伯明翰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
英国内政部,英国内政部,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/,,,,,,,,,,,,,,,,,,,
英国议会上院,英国上议院,,House of Lords of the United Kingdom,,,,,,14世纪[1] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国驻英国大使馆,美国驻英国大使馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
英国皇家海军,英国皇家海军,,Royal Navy,,,,,,,,,,,,,国家海上武装力量,,,,,,,,,,,,http://www.royalnavy.mod.uk,,,,,,,,,,,,,国家海上武装力量,,,,,,
英国议会,英国议会,,The Parliament of the United Kingdom of Great Britain and Northern Ireland,,英国伦敦威斯敏斯特宫,,,,,,,,,,,,,,,,,,,,,,,http://www.parliament.uk/,,,,,,,,,,,,,,,,,,,
剑桥大学,剑桥大学,,University of Cambridge,,"The Old Schools, Trinity Lane, Cambridge, CB2 1TN, United Kingdom[29] ",,,,,,,,,,,,,,,,,,,,,,,,120位诺贝尔奖、11位菲尔兹奖、7位图灵奖得主[30] ,牛顿、达尔文、凯恩斯、图灵、麦克斯韦、玻尔、狄拉克、霍金等,1209年[27] ,,,公立大学[16] ,,,,,,,,,,,,,
非洲联盟,非洲联盟,,African Union,,,亚的斯亚贝巴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
密西西比大学,密西西比大学,,,,,,,,,,,,,,密西西比州牛津市,,,,,,,,公立大学,,,,,,"罗德学者,杜鲁门学者",迈克尔·奥赫,1848年,,,,,,,Jeffrey S. Vitter,,"会计学院,药学院,工程学院,文学院,法学院,教育学院等",,,,,,,
Ima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
人民日报,,,,,,,,,,,,,,,,,,,,,,,中央党报,人民日报社,人民日报社,1948年6月15日,,人民网,,,,,,,,,,,,,,,,,,,
美国乔治亚州立大学,佐治亚州立大学,,,,,,,,,,,,,,美国佐治亚州,,,,,,,,公立研究型大学,,,,,,,"Ken Lewis,卢达·克里斯",1913年,,,,,,,,,"商学院,法学院,教育学院,公共事务学院等",,,,,,,
中国中央电视台,中国中央电视台,,China Central Television(CCTV),,,,"中国,北京",,1958年5月1日,,,,,,,国务院直属事业单位,,,,,,,,,,,,,,,,,,,,,,,,,国务院直属事业单位,,,,,,
橄榄球联盟,橄榄球联盟,,Rugby League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
哈利斯,哈利斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TikTok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
联合国人权委员会,联合国人权委员会,,The United Nations commission on human rights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
国安委,中国共产党中央国家安全委员会,,National Security Commission of the Communist Party of China,,,,,,2014年1月24日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
保安局,保安局,,"Security Bureau,SB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
警务处,警务处,,Police Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国人大,,,,,,,,,,,,,,,,,,,,,,,,全国人大常委会办公厅,中国人大杂志社,,,,,,,,,,,,,,,,,,,,,,
香港立法会,香港特别行政区立法会,,The Legislative Council of the Hong Kong Special Administrative Region,,,,,,1998年7月1日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
香港商务及经济发展局,香港商务及经济发展局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
